scenario,scenario_info,feature,activation
014b9f302955,"{'token': 'e7ae1279802d5fd3', 'scenario_name': 'e7ae1279802d5fd3', 'scenario_type': 'stationary_in_traffic', 'log_name': '2021.05.12.22.00.38_veh-35_01008_01518', 'map_name': 'us-nv-las-vegas-strip'}",12931,2.732351303100586
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",977,2.0728588104248047
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",1404,1.7132246494293213
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",1596,3.266958236694336
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",2893,1.6306138038635254
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",5128,0.14154742658138275
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",5677,0.6636326313018799
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",10354,3.461164712905884
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",12113,10.089883804321289
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",12595,4.288303852081299
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",12839,0.12163838744163513
01bef67764fd,"{'token': 'f0a09aad67095f61', 'scenario_name': 'f0a09aad67095f61', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",15188,4.5543904304504395
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",154,0.40079188346862793
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",1596,1.3978949785232544
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",2281,1.1273763179779053
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",4060,4.986720085144043
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",5916,0.09424784034490585
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",6030,1.3674101829528809
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",10511,0.17604854702949524
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",10526,2.239088296890259
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",10908,10.288629531860352
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",12337,0.535220742225647
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",12595,14.804863929748535
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",12794,1.8748104572296143
0228496bd1fd,"{'token': 'a9570cb9dda658fa', 'scenario_name': 'a9570cb9dda658fa', 'scenario_type': 'traversing_pickup_dropoff', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",16121,10.572468757629395
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",145,0.3213832676410675
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",1188,1.0009515285491943
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",1404,4.32360315322876
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",1596,10.152420043945312
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",2609,1.5963354110717773
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",6030,1.8618273735046387
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",6410,11.089391708374023
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",7807,8.288650512695312
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",10206,1.0524588823318481
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",12595,7.129018306732178
0263dbd9ee21,"{'token': '3ea94129682e5d13', 'scenario_name': '3ea94129682e5d13', 'scenario_type': 'stationary', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",12931,1.5399501323699951
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",889,2.5739903450012207
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",1596,2.2128243446350098
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",3522,4.3115692138671875
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",4628,0.5778130888938904
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",5895,1.8776370286941528
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",6030,0.05111953616142273
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",7128,3.288105010986328
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",12113,6.009008407592773
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",12595,1.0845669507980347
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",12997,5.634268760681152
0267ed0756c2,"{'token': 'fd1b52039df85afe', 'scenario_name': 'fd1b52039df85afe', 'scenario_type': 'medium_magnitude_speed', 'log_name': '2021.06.14.18.33.41_veh-35_03901_04264', 'map_name': 'us-nv-las-vegas-strip'}",15041,2.570277690887451
0322e97c7f26,"{'token': 'b4fdcd472b2d548b', 'scenario_name': 'b4fdcd472b2d548b', 'scenario_type': 'stationary', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",1242,12.313461303710938
0322e97c7f26,"{'token': 'b4fdcd472b2d548b', 'scenario_name': 'b4fdcd472b2d548b', 'scenario_type': 'stationary', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",1596,2.567349910736084
0322e97c7f26,"{'token': 'b4fdcd472b2d548b', 'scenario_name': 'b4fdcd472b2d548b', 'scenario_type': 'stationary', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",2281,0.9062995910644531
0322e97c7f26,"{'token': 'b4fdcd472b2d548b', 'scenario_name': 'b4fdcd472b2d548b', 'scenario_type': 'stationary', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",2516,0.33296746015548706
0322e97c7f26,"{'token': 'b4fdcd472b2d548b', 'scenario_name': 'b4fdcd472b2d548b', 'scenario_type': 'stationary', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",2983,10.40906810760498
0322e97c7f26,"{'token': 'b4fdcd472b2d548b', 'scenario_name': 'b4fdcd472b2d548b', 'scenario_type': 'stationary', 'log_name': '2021.07.16.00.51.05_veh-17_01352_01901', 'map_name': 'us-nv-las-vegas-strip'}",6441,0.8758808970451355
